date,country,iso3c,region,subregion,population,hospital_beds_per_thousand,population_density,median_age,aged_65_older,aged_70_older,life_expectancy,daily_covid_deaths,daily_covid_deaths_per_100k,daily_covid_cases,daily_covid_cases_per_100k,daily_tests,daily_tests_per_100k,daily_positive_rate,daily_vaccinations,daily_vaccinations_per_100k,vaccinated_pct,fully_vaccinated_pct,EU,continent,group,daily_vaccinations_per_100k_region_average,vaccinated_pct_region_average,fully_vaccinated_pct_region_average,daily_vaccinations_region_average,total_doses,total_doses_lagged_1_day,prediction,rate
2021-01-03,Denmark,DNK,Europe,Northern Europe,5792203,2.5,136.52,42.3,19.677,12.325,80.9,28.571,0.49326655160394073,2200.857,37.99688995706815,78155,1349.3138966296588,2.8000000000000003,6344.428571428572,109.53394712561992,0.87,NA,EU,Europe,European Union (average),37.15105706843282,0.14398769114333462,0,18325.89853823449,31972.819047619047,25628.390476190474,6344.428571428572,0.00551997556847007
2021-01-03,Estonia,EST,Europe,Northern Europe,1326539,4.69,31.033,42.7,19.452,13.491,78.74,5.714,0.4307449686741212,534.143,40.26591001093824,4268,321.739504077905,12.5,483.42857142857144,36.442846492155255,0.19,NA,EU,Europe,European Union (average),37.15105706843282,0.14398769114333462,0,18325.89853823449,4206.859523809524,3723.4309523809525,483.42857142857144,0.0031713048193905526
2021-01-03,Finland,FIN,Europe,Northern Europe,5540718,3.28,18.136,42.8,21.228,13.264,81.91,5.286,0.09540279797672431,256.429,4.62808249761132,10378,187.30424468453367,2.5,568.5,10.260403074114222,NA,NA,EU,Europe,European Union (average),37.15105706843282,0.14398769114333462,0,18325.89853823449,2918.9,2350.4,568.5,5.268089803523659e-4
2021-01-03,France,FRA,Europe,Western Europe,67564251,5.98,122.578,42,19.718,13.079,82.66,328.143,0.4856754794780453,13780.714,20.396457884214538,258712,382.91255533936135,5.3,624.5714285714286,0.9244110891889094,0,NA,EU,Europe,European Union (average),37.15105706843282,0.14398769114333462,0,18325.89853823449,1608.695238095238,984.1238095238095,624.5714285714286,2.380985823546298e-5
2021-01-03,Germany,DEU,Europe,Western Europe,83783945,8,237.016,46.6,21.453,15.957,81.33,642,0.766256590090142,17893.857,21.35714306601342,120818,144.2018515599856,15.4,42607.71428571428,50.854270810134665,0.35,0,EU,Europe,European Union (average),37.15105706843282,0.14398769114333462,0,18325.89853823449,347002.6976190476,304394.98333333334,42607.71428571428,0.004141637131302991
2021-01-03,Greece,GRC,Europe,Southern Europe,10423056,4.21,83.479,45.3,20.396,14.524,82.24,50.143,0.48107771847335373,663.286,6.363642294543941,21164,203.04985409269602,3.1,1230.2857142857142,11.803502871765385,0.04,NA,EU,Europe,European Union (average),37.15105706843282,0.14398769114333462,0,18325.89853823449,6568.004761904762,5337.719047619048,1230.2857142857142,6.301419431983059e-4
2021-01-03,Hungary,HUN,Europe,Eastern Europe,9660350,7.02,108.043,43.4,18.577,11.976,76.88,119.571,1.2377501850347037,1705,17.649464046333726,11616,120.24409053502202,14.7,6202,64.20057244302743,NA,NA,EU,Europe,European Union (average),37.15105706843282,0.14398769114333462,0,18325.89853823449,55818,49616,6202,0.005778051519872468
2021-01-03,Ireland,IRL,Europe,Northern Europe,4937796,2.96,69.874,38.7,13.928,8.678,82.3,7.857,0.15911957480624958,2251.143,45.590036526417855,20541,415.9953145087403,11,836.3333333333334,16.937381239187147,NA,NA,EU,Europe,European Union (average),37.15105706843282,0.14398769114333462,0,18325.89853823449,3715.133333333333,2878.8,836.3333333333334,7.523869623883476e-4
2021-01-03,Italy,ITA,Europe,Southern Europe,60461828,3.18,205.859,47.9,23.021,16.24,83.51,486.714,0.8049938549658141,15392.857,25.458801874134537,125735,207.95765553102362,12.2,22536.14285714286,37.27334022574186,0.21,NA,EU,Europe,European Union (average),37.15105706843282,0.14398769114333462,0,18325.89853823449,75450.38571428572,52914.24285714286,22536.14285714286,0.0012479011669029544
2021-01-03,Latvia,LVA,Europe,Northern Europe,1886202,5.57,31.212,43.9,19.754,14.136,75.29,17.286,0.9164447922332816,881,46.70761668156433,7481,396.6171173607069,11.799999999999999,413.14285714285717,21.903425886668405,NA,NA,EU,Europe,European Union (average),37.15105706843282,0.14398769114333462,0,18325.89853823449,5890.033333333334,5476.890476190476,413.14285714285717,0.0031226948828032915
2021-01-03,Lithuania,LTU,Europe,Northern Europe,2722291,6.56,45.135,43.5,19.002,13.778,75.93,46.429,1.705512011757744,2371.571,87.11673366293317,10011,367.74172930079845,22.5,1012.7142857142857,37.200809381300004,0.36,NA,EU,Europe,European Union (average),37.15105706843282,0.14398769114333462,0,18325.89853823449,20936.25238095238,19923.538095238095,1012.7142857142857,0.00769067391434361
2021-01-03,Luxembourg,LUX,Europe,Western Europe,625976,4.51,231.447,39.7,14.312,9.842,82.25,5.286,0.8444413204340102,172.286,27.522780426086626,4849,774.6303372653265,3.5999999999999996,62,9.90453308114049,NA,NA,EU,Europe,European Union (average),37.15105706843282,0.14398769114333462,0,18325.89853823449,434,372,62,6.933173156798344e-4
2021-01-03,Malta,MLT,Europe,Southern Europe,441539,4.485,1454.037,42.4,19.426,11.324,82.53,1.429,0.32364072029877317,108.143,24.492287204527802,2600,588.8494561069351,4.2,NA,NA,NA,NA,EU,Europe,European Union (average),37.15105706843282,0.14398769114333462,0,18325.89853823449,0,0,NA,0
2021-01-03,Netherlands,NLD,Europe,Western Europe,17134873,3.32,508.544,43.2,18.779,11.881,82.28,88.143,0.5144070808111622,8384.714,48.93362209337647,29489,172.09932049102437,13.4,NA,NA,NA,NA,EU,Europe,European Union (average),37.15105706843282,0.14398769114333462,0,18325.89853823449,0,0,NA,0
2021-01-03,Poland,POL,Europe,Eastern Europe,37846605,6.62,124.027,41.8,16.763,10.202,78.73,285.857,0.7553042076032976,8680.429,22.93581947442842,32453,85.74877455983172,26.700000000000003,13501.42857142857,35.67408112677101,0.13,NA,EU,Europe,European Union (average),37.15105706843282,0.14398769114333462,0,18325.89853823449,100214.53095238096,86713.10238095238,13501.42857142857,0.0026479133584737906
2021-01-03,Portugal,PRT,Europe,Southern Europe,10196707,3.39,112.371,46.2,21.502,14.924,82.05,71.286,0.6991080551789907,4668.714,45.78648773569742,32538,319.1030202201554,14.299999999999999,4706.571428571428,46.157758858535686,0.32,NA,EU,Europe,European Union (average),37.15105706843282,0.14398769114333462,0,18325.89853823449,54793.8380952381,50087.26666666667,4706.571428571428,0.005373679766932413
2021-01-03,Romania,ROU,Europe,Eastern Europe,19237682,6.892,85.129,43,17.85,11.69,76.05,107,0.5562000660994396,3517.143,18.2825716736559,15578,80.97649186632776,22.6,3538.5714285714284,18.393959462327263,0.07,NA,EU,Europe,European Union (average),37.15105706843282,0.14398769114333462,0,18325.89853823449,18003.040476190476,14464.469047619048,3538.5714285714284,9.358217105465449e-4
2021-01-03,Slovakia,SVK,Europe,Eastern Europe,5459643,5.82,113.128,41.2,15.07,9.167,77.54,77.714,1.4234264035212558,2848.571,52.17504148164999,54531,998.8015699927632,12.2,1867,34.19637511097337,NA,NA,EU,Europe,European Union (average),37.15105706843282,0.14398769114333462,0,18325.89853823449,2292,425,1867,4.198076687431761e-4
2021-01-03,Slovenia,SVN,Europe,Southern Europe,2078932,4.5,102.619,44.5,19.062,12.93,81.32,34,1.6354551279214522,1468.571,70.64064625490396,3898,187.5001202540535,30.5,1098.5714285714287,52.84306694838641,0.6,NA,EU,Europe,European Union (average),37.15105706843282,0.14398769114333462,0,18325.89853823449,12916.016666666666,11817.445238095237,1098.5714285714287,0.006212813438182041
2021-01-03,Spain,ESP,Europe,Southern Europe,46754783,2.97,93.105,45.5,19.436,13.799,83.56,144.714,0.3095169963680507,10473.429,22.400764858645587,116190,248.5093343284258,9,50876.5,108.81560502590719,NA,NA,EU,Europe,European Union (average),37.15105706843282,0.14398769114333462,0,18325.89853823449,107381.5,56505,50876.5,0.00229669550599775
2021-01-03,Sweden,SWE,Europe,Northern Europe,10099270,2.22,24.718,41,19.985,13.433,82.8,64,0.6337091690785571,5904.429,58.463918679270876,29221,289.3377442131956,20.200000000000003,2305.1428571428573,22.824846321990172,0.16,NA,EU,Europe,European Union (average),37.15105706843282,0.14398769114333462,0,18325.89853823449,19891.85714285714,17586.714285714286,2305.1428571428573,0.001969633165848338
2021-01-03,United Kingdom,GBR,Europe,Northern Europe,67886004,2.54,272.898,40.8,18.517,12.527,81.32,611,0.900038246469773,52495.857,77.32942566482483,413532,609.1564912260854,12.7,182220,268.42057163947965,2.03,0.03,not EU,Europe,Britain,268.42057163947965,2.03,0.03,182220,546660,364440,182220,0.008052617149184389
2021-01-03,United States,USA,Americas,Northern America,331002647,2.77,35.608,38.3,15.413,9.732,78.86,2711.286,0.8191130870322014,215298.857,65.04445174421822,1518703,458.81898944451643,14.6,327173.14285714284,98.84305935992798,NA,NA,not EU,North America,United States,98.84305935992796,0,0,327173.14285714284,3454498.7,3127325.557142857,327173.14285714284,0.010436468503528312
2021-01-04,Austria,AUT,Europe,Western Europe,9006400,7.37,106.749,44.4,19.202,13.748,81.54,60.857,0.675708385148339,1989.429,22.089058891454968,2087,23.17241073014745,NA,627.2857142857143,6.964888460269522,0.06,NA,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,11890.185714285715,11262.9,627.2857142857143,0.0013201929421617644
2021-01-04,Belgium,BEL,Europe,Western Europe,11589616,5.64,375.564,41.8,18.571,12.849,81.63,73.714,0.6360348781184813,1593.286,13.747530548035414,27568,237.8681053798504,6.7,503.42857142857144,4.3437899187390805,0.01,0,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,1714.807142857143,1211.3785714285714,503.42857142857144,1.4796065226467753e-4
2021-01-04,Bulgaria,BGR,Europe,Eastern Europe,6948445,7.454,65.18,44.7,20.801,13.272,75.05,83.429,1.200685908861623,861,12.391261641993282,4616,66.4321297786771,18.7,714,10.275680386043208,NA,NA,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,13661.661904761904,12947.661904761904,714,0.001966146656519826
2021-01-04,Canada,CAN,Americas,Northern America,37742157,2.5,4.037,41.4,16.984,10.797,82.43,131.286,0.34784975326131995,7930.857,21.01325846320866,103185,273.3945492304534,7.7,11521.714285714286,30.52743987502963,0.36,NA,not EU,North America,Canada,30.527439875029625,0.36,0,11521.714285714286,114704.24761904762,103182.53333333334,11521.714285714286,0.0030391545353130617
2021-01-04,Croatia,HRV,Europe,Southern Europe,4105268,5.54,73.726,44,19.724,13.053,78.49,55.286,1.346708667984648,1153.286,28.09283096743014,5449,132.73189472648315,21.2,1190.857142857143,29.008024393465732,NA,NA,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,8887.509523809524,7696.652380952381,1190.857142857143,0.00216490361258011
2021-01-04,Czechia,CZE,Europe,Eastern Europe,10708982,6.63,137.176,43.3,19.027,11.58,79.38,131.143,1.2246075303889763,10339.143,96.54645978487964,48936,456.96220238300896,21.7,2317.8571428571427,21.644047425396202,0.17,NA,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,27023.980952380953,24706.123809523808,2317.8571428571427,0.0025234873821228716
2021-01-04,Denmark,DNK,Europe,Northern Europe,5792203,2.5,136.52,42.3,19.677,12.325,80.9,26.429,0.45628580351897197,2143.143,37.00048150936699,77456,1337.2459494254604,2.8000000000000003,7040,121.54270145573281,0.92,0,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,39012.81904761905,31972.819047619047,7040,0.0067354025830273995
2021-01-04,Estonia,EST,Europe,Northern Europe,1326539,4.69,31.033,42.7,19.452,13.491,78.74,5.429,0.4092604891375226,530.429,39.98593331971393,4187,315.63338884118747,12.7,513.1428571428571,38.68283232855251,0.24,NA,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,4720.002380952381,4206.859523809524,513.1428571428571,0.0035581331426760773
2021-01-04,Finland,FIN,Europe,Northern Europe,5540718,3.28,18.136,42.8,21.228,13.264,81.91,2.714,0.048982821359975365,254.571,4.594548937520372,10244,184.88578556064394,2.5,617.7142857142857,11.148632464498027,NA,NA,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,3536.614285714286,2918.9,617.7142857142857,6.382953049973462e-4
2021-01-04,France,FRA,Europe,Western Europe,67564251,5.98,122.578,42,19.718,13.079,82.66,330.571,0.4892690958714247,13920.429,20.60324623446207,262984,389.2354256987175,5.6000000000000005,1571,2.3251941326190386,0,NA,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,3179.695238095238,1608.695238095238,1571,4.7061799561653366e-5
2021-01-04,Germany,DEU,Europe,Western Europe,83783945,8,237.016,46.6,21.453,15.957,81.33,657.571,0.7848412962650541,17653.286,21.070010489479817,128689,153.596252838178,15.4,42529.28571428572,50.76066269532392,0.41,0,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,389531.98333333334,347002.6976190476,42529.28571428572,0.004649243758256231
2021-01-04,Greece,GRC,Europe,Southern Europe,10423056,4.21,83.479,45.3,20.396,14.524,82.24,48.429,0.4646334050205621,656.429,6.297855446617575,21299,204.3450596446954,3.1,1632.142857142857,15.658966594277697,0.1,NA,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,8200.147619047619,6568.004761904762,1632.142857142857,7.867316091410829e-4
2021-01-04,Hungary,HUN,Europe,Eastern Europe,9660350,7.02,108.043,43.4,18.577,11.976,76.88,116.571,1.2066954095866091,1740.286,18.014730315154214,12199,126.27906856376839,14.299999999999999,6202,64.20057244302743,NA,NA,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,62020,55818,6202,0.006420057244302743
2021-01-04,Ireland,IRL,Europe,Northern Europe,4937796,2.96,69.874,38.7,13.928,8.678,82.3,8.571,0.173579467438509,3014.714,61.0538385951951,22136,448.2971755009725,13.600000000000001,992.7142857142857,20.104400540530346,NA,NA,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,4707.847619047619,3715.133333333333,992.7142857142857,9.534309677936511e-4
2021-01-04,Italy,ITA,Europe,Southern Europe,60461828,3.18,205.859,47.9,23.021,16.24,83.51,472.857,0.782075262428387,15709.571,25.9826265921037,127065,210.15739054399745,12.4,29337.428571428572,48.52223219487934,0.32,NA,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,104787.8142857143,75450.38571428572,29337.428571428572,0.0017331234888517478
2021-01-04,Latvia,LVA,Europe,Northern Europe,1886202,5.57,31.212,43.9,19.754,14.136,75.29,16.286,0.8634282012212903,897.143,47.56346351027091,7640,405.04675533161344,11.700000000000001,389,20.623453903664615,0.16,NA,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,6279.033333333334,5890.033333333334,389,0.0033289294218399375
2021-01-04,Lithuania,LTU,Europe,Northern Europe,2722291,6.56,45.135,43.5,19.002,13.778,75.93,46.143,1.695006154742458,2312,84.9284665011933,10124,371.8926448348101,21.7,921.8571428571429,33.863284375444906,0.36,NA,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,21858.109523809526,20936.25238095238,921.8571428571429,0.00802930675809806
2021-01-04,Luxembourg,LUX,Europe,Western Europe,625976,4.51,231.447,39.7,14.312,9.842,82.25,3,0.47925160070034634,162.429,25.94811941671885,5160,824.3127532045957,3.1,62,9.90453308114049,NA,NA,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,496,434,62,7.923626464912392e-4
2021-01-04,Malta,MLT,Europe,Southern Europe,441539,4.485,1454.037,42.4,19.426,11.324,82.53,1,0.22648056004112885,114.857,26.01287768464394,2571,582.2815198657423,4.5,NA,NA,NA,NA,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,0,0,NA,0
2021-01-04,Netherlands,NLD,Europe,Western Europe,17134873,3.32,508.544,43.2,18.779,11.881,82.28,90.714,0.529411569026511,8264.143,48.2299635369343,29503,172.18102521098348,13.4,NA,NA,NA,NA,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,0,0,NA,0
2021-01-04,Poland,POL,Europe,Eastern Europe,37846605,6.62,124.027,41.8,16.763,10.202,78.73,287.714,0.7602108564295266,8848.143,23.378960939825383,33802,89.3131629640228,26.200000000000003,14214.857142857143,37.559134149171754,0.24,NA,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,114429.3880952381,100214.53095238096,14214.857142857143,0.003023504699965508
2021-01-04,Portugal,PRT,Europe,Southern Europe,10196707,3.39,112.371,46.2,21.502,14.924,82.05,74.143,0.7271269047938712,4993.857,48.975193658109426,34108,334.50014793991824,14.6,4510.285714285715,44.232767640432485,0.33,NA,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,59304.12380952381,54793.8380952381,4510.285714285715,0.005816007443336737
2021-01-04,Romania,ROU,Europe,Eastern Europe,19237682,6.892,85.129,43,17.85,11.69,76.05,103.286,0.5368942058611843,3590,18.66129193735503,14646,76.13183334665787,24.5,4554.714285714285,23.67600361475091,0.13,NA,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,22557.754761904762,18003.040476190476,4554.714285714285,0.001172581746694054
2021-01-04,Slovakia,SVK,Europe,Eastern Europe,5459643,5.82,113.128,41.2,15.07,9.167,77.54,91.714,1.6798534263137719,2858.143,52.35036430037642,56422,1033.4375342856667,12.2,2767.6666666666665,50.693180243958565,0,NA,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,5059.666666666666,2292,2767.6666666666665,9.267394711827616e-4
2021-01-04,Slovenia,SVN,Europe,Southern Europe,2078932,4.5,102.619,44.5,19.062,12.93,81.32,34.714,1.6697996856078023,1504.429,72.36547419540419,3940,189.5203883532506,30.599999999999998,1229.2857142857142,59.13063603262224,0.65,NA,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,14145.30238095238,12916.016666666666,1229.2857142857142,0.006804119798508263
2021-01-04,Spain,ESP,Europe,Southern Europe,46754783,2.97,93.105,45.5,19.436,13.799,83.56,136.571,0.2921005964245412,11347.286,24.269786472968978,116859,249.9402039787031,9.700000000000001,47749.666666666664,102.12787570133021,0.18,NA,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,155131.16666666666,107381.5,47749.666666666664,0.0033179742630110517
2021-01-04,Sweden,SWE,Europe,Northern Europe,10099270,2.22,24.718,41,19.985,13.433,82.8,64,0.6337091690785571,5904.429,58.463918679270876,29400,291.1101495454622,20.1,2558,25.32856335160858,NA,NA,EU,Europe,European Union (average),39.1514492796067,0.19909644376104974,0,19194.09809385316,22449.85714285714,19891.85714285714,2558,0.0022229187993644236
2021-01-04,United Kingdom,GBR,Europe,Northern Europe,67886004,2.54,272.898,40.8,18.517,12.527,81.32,618.571,0.911190766214491,54990.571,81.0042832982186,430506,634.1601723972441,12.8,182220,268.42057163947965,NA,NA,not EU,Europe,Britain,268.42057163947965,0,0,182220,728880,546660,182220,0.010736822865579185
2021-01-04,United States,USA,Americas,Northern America,331002647,2.77,35.608,38.3,15.413,9.732,78.86,2723.429,0.8227816377553017,216706.429,65.46969668191204,1534548,463.60596022665646,14.499999999999998,341384.14285714284,103.13637850066584,1.36,NA,not EU,North America,United States,103.13637850066584,1.36,0,341384.14285714284,3795882.842857143,3454498.7,341384.14285714284,0.011467832288534971
2021-01-05,Austria,AUT,Europe,Western Europe,9006400,7.37,106.749,44.4,19.202,13.748,81.54,56.857,0.6312955231835139,2052.714,22.791725883815953,2071,22.99475928228815,NA,894.7142857142857,9.934205517346395,0.08,NA,EU,Europe,European Union (average),43.36439602727913,0.271566199161659,0,21096.3274991695,12784.9,11890.185714285715,894.7142857142857,0.0014195349973352281
2021-01-05,Belgium,BEL,Europe,Western Europe,11589616,5.64,375.564,41.8,18.571,12.849,81.63,66.571,0.5744021199667012,1617.714,13.958305434796115,30233,260.86282755183606,6.2,960.1428571428571,8.284509660569057,0.02,0,EU,Europe,European Union (average),43.36439602727913,0.271566199161659,0,21096.3274991695,2674.95,1714.807142857143,960.1428571428571,2.3080574887036808e-4
2021-01-05,Bulgaria,BGR,Europe,Eastern Europe,6948445,7.454,65.18,44.7,20.801,13.272,75.05,71,1.0218113549146608,842.714,12.12809484712047,5815,83.68778913843313,14.499999999999998,746,10.736215081216013,0.08,NA,EU,Europe,European Union (average),43.36439602727913,0.271566199161659,0,21096.3274991695,14407.661904761904,13661.661904761904,746,0.0020735088073319864
2021-01-05,Canada,CAN,Americas,Northern America,37742157,2.5,4.037,41.4,16.984,10.797,82.43,123,0.32589552314140396,7796.714,20.657838925316323,103907,275.30752945572243,7.5,13531.285714285714,35.85191411896706,0.41,NA,not EU,North America,Canada,35.85191411896706,0.41,0,13531.285714285714,128235.53333333334,114704.24761904762,13531.285714285714,0.0033976736765027327
2021-01-05,Croatia,HRV,Europe,Southern Europe,4105268,5.54,73.726,44,19.724,13.053,78.49,54.857,1.3362586803102745,1113.429,27.121956471538525,5333,129.90625703364555,20.9,1337.2857142857142,32.57487000326688,0.34,NA,EU,Europe,European Union (average),43.36439602727913,0.271566199161659,0,21096.3274991695,10224.795238095237,8887.509523809524,1337.2857142857142,0.002490652312612779
2021-01-05,Czechia,CZE,Europe,Eastern Europe,10708982,6.63,137.176,43.3,19.027,11.58,79.38,136.429,1.2739679644619815,10633.286,99.29315410185582,50623,472.7153337263991,21.3,2702.8571428571427,25.239160387580657,0.21,NA,EU,Europe,European Union (average),43.36439602727913,0.271566199161659,0,21096.3274991695,29726.838095238094,27023.980952380953,2702.8571428571427,0.002775878985998678
2021-01-05,Denmark,DNK,Europe,Northern Europe,5792203,2.5,136.52,42.3,19.677,12.325,80.9,27.714,0.4784707994522982,2051.286,35.4146082241938,75697,1306.8775386498023,2.7,7810.285714285715,134.8413671669607,1.14,0,EU,Europe,European Union (average),43.36439602727913,0.271566199161659,0,21096.3274991695,46823.10476190476,39012.81904761905,7810.285714285715,0.008083816254697005
2021-01-05,Estonia,EST,Europe,Northern Europe,1326539,4.69,31.033,42.7,19.452,13.491,78.74,5.286,0.39848055729986076,523.857,39.49050876001384,4035,304.1749997550016,13,604.2857142857143,45.55355811519407,0.38,NA,EU,Europe,European Union (average),43.36439602727913,0.271566199161659,0,21096.3274991695,5324.288095238096,4720.002380952381,604.2857142857143,0.004013668723828018
2021-01-05,Finland,FIN,Europe,Northern Europe,5540718,3.28,18.136,42.8,21.228,13.264,81.91,3.714,0.06703102377706283,256.857,4.635807128245834,10137,182.9546279020156,2.5,734,13.247380574142197,NA,NA,EU,Europe,European Union (average),43.36439602727913,0.271566199161659,0,21096.3274991695,4270.614285714286,3536.614285714286,734,7.707691107387681e-4
2021-01-05,France,FRA,Europe,Western Europe,67564251,5.98,122.578,42,19.718,13.079,82.66,316.143,0.4679146076821009,15253.429,22.576183076461547,259858,384.60871859587405,5.800000000000001,3257.4285714285716,4.821230936799065,0.01,NA,EU,Europe,European Union (average),43.36439602727913,0.271566199161659,0,21096.3274991695,6437.1238095238095,3179.695238095238,3257.4285714285716,9.527410892964401e-5
2021-01-05,Germany,DEU,Europe,Western Europe,83783945,8,237.016,46.6,21.453,15.957,81.33,641.429,0.7655750752724761,17493.714,20.87955395272925,136560,162.9906541163704,15.4,43733.71428571428,52.198203708018625,0.47,0,EU,Europe,European Union (average),43.36439602727913,0.271566199161659,0,21096.3274991695,433265.6976190476,389531.98333333334,43733.71428571428,0.005171225795336417
2021-01-05,Greece,GRC,Europe,Southern Europe,10423056,4.21,83.479,45.3,20.396,14.524,82.24,45.857,0.43995734072617476,639.571,6.136117852576059,21308,204.43140668149536,3,2221.8571428571427,21.316753386503372,0.16,NA,EU,Europe,European Union (average),43.36439602727913,0.271566199161659,0,21096.3274991695,10422.004761904762,8200.147619047619,2221.8571428571427,9.998991430061166e-4
2021-01-05,Hungary,HUN,Europe,Eastern Europe,9660350,7.02,108.043,43.4,18.577,11.976,76.88,112.571,1.165289042322483,1735.714,17.967402837371317,12246,126.76559337912187,14.2,6202,64.20057244302743,NA,NA,EU,Europe,European Union (average),43.36439602727913,0.271566199161659,0,21096.3274991695,68222,62020,6202,0.007062062968733017
2021-01-05,Ireland,IRL,Europe,Northern Europe,4937796,2.96,69.874,38.7,13.928,8.678,82.3,9.857,0.1996234757369482,3554.714,71.98989184648373,23008,465.9568763067571,15.4,1346.7142857142858,27.273591005264002,NA,NA,EU,Europe,European Union (average),43.36439602727913,0.271566199161659,0,21096.3274991695,6054.561904761905,4707.847619047619,1346.7142857142858,0.001226166877846291
2021-01-05,Italy,ITA,Europe,Southern Europe,60461828,3.18,205.859,47.9,23.021,16.24,83.51,471.429,0.7797134416776151,16304.571,26.966718571591983,127974,211.66081845887956,12.7,37780.28571428572,62.48617841042734,0.45,NA,EU,Europe,European Union (average),43.36439602727913,0.271566199161659,0,21096.3274991695,142568.1,104787.8142857143,37780.28571428572,0.002357985272956021
2021-01-05,Latvia,LVA,Europe,Northern Europe,1886202,5.57,31.212,43.9,19.754,14.136,75.29,17,0.901282047203852,895.143,47.45743032824692,7803,413.68845966656806,11.5,397.14285714285717,21.055160430476544,0.2,NA,EU,Europe,European Union (average),43.36439602727913,0.271566199161659,0,21096.3274991695,6676.176190476191,6279.033333333334,397.14285714285717,0.003539481026144703
2021-01-05,Lithuania,LTU,Europe,Northern Europe,2722291,6.56,45.135,43.5,19.002,13.778,75.93,45.714,1.6792473692195287,2245.286,82.4778100504318,10411,382.4352356158838,20.200000000000003,989,36.329694364048514,0.38,NA,EU,Europe,European Union (average),43.36439602727913,0.271566199161659,0,21096.3274991695,22847.109523809526,21858.109523809526,989,0.008392603701738546
2021-01-05,Luxembourg,LUX,Europe,Western Europe,625976,4.51,231.447,39.7,14.312,9.842,82.25,3.571,0.570469155366979,151.571,24.21354812325073,5645,901.7917619844851,2.7,62,9.90453308114049,NA,NA,EU,Europe,European Union (average),43.36439602727913,0.271566199161659,0,21096.3274991695,558,496,62,8.914079773026442e-4
2021-01-05,Malta,MLT,Europe,Southern Europe,441539,4.485,1454.037,42.4,19.426,11.324,82.53,1.571,0.35580095982461346,121,27.404147764976592,2617,592.6996256276343,4.6,NA,NA,NA,NA,EU,Europe,European Union (average),43.36439602727913,0.271566199161659,0,21096.3274991695,0,0,NA,0
2021-01-05,Netherlands,NLD,Europe,Western Europe,17134873,3.32,508.544,43.2,18.779,11.881,82.28,88.143,0.5144070808111622,8109,47.32454101060452,29518,172.26856598236822,13.4,NA,NA,NA,NA,EU,Europe,European Union (average),43.36439602727913,0.271566199161659,0,21096.3274991695,0,0,NA,0
2021-01-05,Poland,POL,Europe,Eastern Europe,37846605,6.62,124.027,41.8,16.763,10.202,78.73,292.571,0.7730442400315696,8844.143,23.368391960124296,35996,95.11024833006819,24.6,15593.42857142857,41.20165751043871,0.37,NA,EU,Europe,European Union (average),43.36439602727913,0.271566199161659,0,21096.3274991695,130022.81666666667,114429.3880952381,15593.42857142857,0.0034355212750698952
2021-01-05,Portugal,PRT,Europe,Southern Europe,10196707,3.39,112.371,46.2,21.502,14.924,82.05,76.429,0.7495459073208635,5225.286,51.24483816196739,35656,349.68151972985004,14.7,4563.428571428572,44.75394430210235,0.46,NA,EU,Europe,European Union (average),43.36439602727913,0.271566199161659,0,21096.3274991695,63867.55238095238,59304.12380952381,4563.428571428572,0.006263546886357761
