date,country,iso3c,region,subregion,population,hospital_beds_per_thousand,population_density,median_age,aged_65_older,aged_70_older,life_expectancy,daily_covid_deaths,daily_covid_deaths_per_100k,daily_covid_cases,daily_covid_cases_per_100k,daily_tests,daily_tests_per_100k,daily_positive_rate,daily_vaccinations,daily_vaccinations_per_100k,vaccinated_pct,fully_vaccinated_pct,EU,continent,group,daily_vaccinations_per_100k_region_average,vaccinated_pct_region_average,fully_vaccinated_pct_region_average,daily_vaccinations_region_average
2021-02-02,France,FRA,Europe,Western Europe,67564251,5.98,122.578,42,19.718,13.079,82.66,447.571,0.6624375958818814,20735.286,30.68972969151985,317998,470.6601424472241,6.4,81715.71428571429,120.94519376188198,2.61,0.15,EU,Europe,European Union (average),134.55461418970353,2.3480489669953366,0.7039262235514713,60205.67208932659
2021-02-02,Germany,DEU,Europe,Western Europe,83783945,8,237.016,46.6,21.453,15.957,81.33,767.571,0.9161313662181937,10853.429,12.954067751285763,162473,193.91901395905862,8.5,102568.71428571429,122.42048794159106,2.44,0.87,EU,Europe,European Union (average),134.55461418970353,2.3480489669953366,0.7039262235514713,60205.67208932659
2021-02-02,Italy,ITA,Europe,Southern Europe,60461828,3.18,205.859,47.9,23.021,16.24,83.51,417.429,0.6904008922786786,12093.143,20.001285769924127,248046,410.25223385571474,4.9,84398,139.58889896613778,2.3,1.33,EU,Europe,European Union (average),134.55461418970353,2.3480489669953366,0.7039262235514713,60205.67208932659
2021-02-02,Spain,ESP,Europe,Southern Europe,46754783,2.97,93.105,45.5,19.436,13.799,83.56,430.143,0.9199978534816426,31721.714,67.8469922531776,246331,526.857327088867,12.9,61549.857142857145,131.64397991721432,2.71,1.07,EU,Europe,European Union (average),134.55461418970353,2.3480489669953366,0.7039262235514713,60205.67208932659
2021-02-02,United Kingdom,GBR,Europe,Northern Europe,67886004,2.54,272.898,40.8,18.517,12.527,81.32,1123.714,1.6552955451612679,23355.571,34.40410338484498,657452,968.4647221244603,3.5999999999999996,415392.85714285716,611.8976411439053,14.76,0.73,not EU,Europe,Britain,611.8976411439052,14.76,0.73,415392.85714285716
2021-02-02,United States,USA,Americas,Northern America,331002647,2.77,35.608,38.3,15.413,9.732,78.86,3105.286,0.9381453677619684,142038.143,42.911482517540115,1545655,466.9615225161628,8.799999999999999,1310464.857142857,395.90766690843327,7.91,1.81,not EU,North America,United States,395.9076669084332,7.91,1.81,1310464.857142857
2021-02-03,Canada,CAN,Americas,Northern America,37742157,2.5,4.037,41.4,16.984,10.797,82.43,125.143,0.33157352400394074,4056.143,10.746982479035314,108500,287.4769452101002,3.6999999999999997,16900.285714285714,44.77827198452307,2.31,0.34,not EU,North America,Canada,44.77827198452307,2.31,0.34,16900.285714285714
2021-02-03,France,FRA,Europe,Western Europe,67564251,5.98,122.578,42,19.718,13.079,82.66,448.714,0.6641293189204451,20657.429,30.574495675235116,319441,472.7958872806863,6.3,81486.57142857143,120.60604568615943,2.72,0.21,EU,Europe,European Union (average),137.044358174772,2.427023527005231,0.8188810768798874,61577.71419516005
2021-02-03,Germany,DEU,Europe,Western Europe,83783945,8,237.016,46.6,21.453,15.957,81.33,754,0.8999337522242477,10403.571,12.417141494113222,161450,192.69801630849443,8.5,106837.57142857143,127.51556569527901,2.51,0.99,EU,Europe,European Union (average),137.044358174772,2.427023527005231,0.8188810768798874,61577.71419516005
2021-02-03,Italy,ITA,Europe,Southern Europe,60461828,3.18,205.859,47.9,23.021,16.24,83.51,418.714,0.6925262001671534,11806.143,19.526606109229775,245980,406.8352018731554,4.8,86233.71428571429,142.62505309253018,2.32,1.48,EU,Europe,European Union (average),137.044358174772,2.427023527005231,0.8188810768798874,61577.71419516005
2021-02-03,Spain,ESP,Europe,Southern Europe,46754783,2.97,93.105,45.5,19.436,13.799,83.56,439.857,0.9407743374619021,30480.429,65.19210879451627,244138,522.1668978765232,12.5,64392.857142857145,137.72464122624018,2.74,1.25,EU,Europe,European Union (average),137.044358174772,2.427023527005231,0.8188810768798874,61577.71419516005
2021-02-03,United Kingdom,GBR,Europe,Northern Europe,67886004,2.54,272.898,40.8,18.517,12.527,81.32,1066,1.5702794938408806,22476.429,33.10907650419371,662173,975.4190274625679,3.4000000000000004,423820.5714285714,624.3121504523546,15.45,0.74,not EU,Europe,Britain,624.3121504523546,15.45,0.74,423820.5714285714
2021-02-03,United States,USA,Americas,Northern America,331002647,2.77,35.608,38.3,15.413,9.732,78.86,3096.714,0.9355556603751268,137428.143,41.51874441052431,1519290,458.9963294160605,8.5,1319039.2857142857,398.4981079967876,8.12,1.92,not EU,North America,United States,398.4981079967876,8.12,1.92,1319039.2857142857
2021-02-04,Canada,CAN,Americas,Northern America,37742157,2.5,4.037,41.4,16.984,10.797,82.43,115.714,0.3065908501201985,3938.429,10.435092514717693,106563,282.3447531098978,3.6999999999999997,16477.714285714286,43.65864485623936,2.33,0.38,not EU,North America,Canada,43.65864485623936,2.33,0.38,16477.714285714286
2021-02-04,France,FRA,Europe,Western Europe,67564251,5.98,122.578,42,19.718,13.079,82.66,399.571,0.5913941086981044,17238,25.513492334873956,318573,471.51118422077974,6.3,81383.28571428571,120.45317532534435,2.83,0.28,EU,Europe,European Union (average),138.93352679942717,2.497140508664029,0.9305473161236465,62715.79369597675
2021-02-04,Germany,DEU,Europe,Western Europe,83783945,8,237.016,46.6,21.453,15.957,81.33,678.714,0.8100764412561382,10139.143,12.101534488498961,160426,191.47582511183975,8.5,110837.28571428571,132.28940904404266,2.58,1.07,EU,Europe,European Union (average),138.93352679942717,2.497140508664029,0.9305473161236465,62715.79369597675
2021-02-04,Italy,ITA,Europe,Southern Europe,60461828,3.18,205.859,47.9,23.021,16.24,83.51,408.571,0.6757503263050532,11705.571,19.360266447782557,245203,405.55009352347076,4.8,87184.71428571429,144.19794632361146,2.34,1.63,EU,Europe,European Union (average),138.93352679942717,2.497140508664029,0.9305473161236465,62715.79369597675
2021-02-04,Spain,ESP,Europe,Southern Europe,46754783,2.97,93.105,45.5,19.436,13.799,83.56,428,0.9154143651998128,29774.857,63.683018270023844,241946,517.4786074827896,12.3,66925.71428571429,143.14196322056353,2.79,1.46,EU,Europe,European Union (average),138.93352679942717,2.497140508664029,0.9305473161236465,62715.79369597675
2021-02-04,United Kingdom,GBR,Europe,Northern Europe,67886004,2.54,272.898,40.8,18.517,12.527,81.32,1019.714,1.5020975457621575,21322.571,31.409377108129682,667279,982.9404600099897,3.2,429320.28571428574,632.4135468546443,16.16,0.75,not EU,Europe,Britain,632.4135468546443,16.16,0.75,429320.28571428574
2021-02-04,United States,USA,Americas,Northern America,331002647,2.77,35.608,38.3,15.413,9.732,78.86,3058,0.9238596814000705,131028.429,39.585311533777556,1523858,460.3763788027955,8.200000000000001,1335631,403.51067041466894,8.34,2.07,not EU,North America,United States,403.51067041466894,8.34,2.07,1335631
2021-02-05,Canada,CAN,Americas,Northern America,37742157,2.5,4.037,41.4,16.984,10.797,82.43,111.714,0.2959926217253561,3839.714,10.173541485718477,105414,279.30041200347927,3.5999999999999996,16227,42.994363040776925,2.35,0.41,not EU,North America,Canada,42.994363040776925,2.35,0.41,16227
2021-02-05,France,FRA,Europe,Western Europe,67564251,5.98,122.578,42,19.718,13.079,82.66,426.286,0.6309342495338252,20434,30.24380452319378,319750,473.2532297294319,6.1,81781.28571428571,121.04224423990982,2.93,0.35,EU,Europe,European Union (average),140.58226043647718,2.2803318110499786,0.8718356406717034,63693.96671718224
2021-02-05,Germany,DEU,Europe,Western Europe,83783945,8,237.016,46.6,21.453,15.957,81.33,719.714,0.8590118309659447,9854,11.76120317562034,159403,190.25482746127554,8.5,114049.42857142857,136.12324959325866,2.66,1.16,EU,Europe,European Union (average),140.58226043647718,2.2803318110499786,0.8718356406717034,63693.96671718224
2021-02-05,Italy,ITA,Europe,Southern Europe,60461828,3.18,205.859,47.9,23.021,16.24,83.51,394.286,0.6521238491168345,11798.429,19.51384764615453,245454,405.9652314845658,4.8,87413.71428571429,144.57669769050696,2.37,1.78,EU,Europe,European Union (average),140.58226043647718,2.2803318110499786,0.8718356406717034,63693.96671718224
2021-02-05,Spain,ESP,Europe,Southern Europe,46754783,2.97,93.105,45.5,19.436,13.799,83.56,438.143,0.9371084023638822,28410.143,60.76414256911426,236736,506.3353625232311,12,69218.57142857143,148.04596874841965,NA,NA,EU,Europe,European Union (average),140.58226043647718,2.2803318110499786,0.8718356406717034,63693.96671718224
2021-02-05,United Kingdom,GBR,Europe,Northern Europe,67886004,2.54,272.898,40.8,18.517,12.527,81.32,986.429,1.4530668206660093,19902.429,29.317426019065728,668959,985.41519692336,3,433435.14285714284,638.4749687979025,16.89,0.75,not EU,Europe,Britain,638.4749687979025,16.89,0.75,433435.14285714284
2021-02-05,United States,USA,Americas,Northern America,331002647,2.77,35.608,38.3,15.413,9.732,78.86,3065,0.9259744681135434,126429.714,38.19598276505626,1523298,460.2071958657176,8,1350060.7142857143,407.8700658504747,8.64,2.24,not EU,North America,United States,407.8700658504747,8.64,2.24,1350060.7142857143
2021-02-06,Canada,CAN,Americas,Northern America,37742157,2.5,4.037,41.4,16.984,10.797,82.43,106,0.2808530524633237,3718.857,9.853323963439609,103570,274.4146287134569,3.5999999999999996,16565.14285714286,43.89029184829806,2.37,0.45,not EU,North America,Canada,43.89029184829807,2.37,0.45000000000000007,16565.14285714286
2021-02-06,France,FRA,Europe,Western Europe,67564251,5.98,122.578,42,19.718,13.079,82.66,419.143,0.6203620905972894,19940.143,29.512860284649644,320499,474.3618041440288,6.1,82764.28571428571,122.49715565452759,2.97,0.37,EU,Europe,European Union (average),141.70982755287017,2.2789160320110127,0.900293884511125,64404.73551156592
2021-02-06,Germany,DEU,Europe,Western Europe,83783945,8,237.016,46.6,21.453,15.957,81.33,635.143,0.7580724445476994,8584.571,10.246081155524486,158380,189.03382981071135,8.5,116645.28571428571,139.22152473756842,2.72,1.23,EU,Europe,European Union (average),141.70982755287017,2.2789160320110127,0.900293884511125,64404.73551156592
2021-02-06,Italy,ITA,Europe,Southern Europe,60461828,3.18,205.859,47.9,23.021,16.24,83.51,389.143,0.6436176557546357,11902.143,19.685383974827886,243225,402.2786079177097,4.9,87052,143.9784453754855,2.39,1.88,EU,Europe,European Union (average),141.70982755287017,2.2789160320110127,0.900293884511125,64404.73551156592
2021-02-06,Spain,ESP,Europe,Southern Europe,46754783,2.97,93.105,45.5,19.436,13.799,83.56,438.143,0.9371084023638822,28410.143,60.76414256911426,231525,495.1899787450623,12.3,70446.14285714286,150.67152136529617,NA,NA,EU,Europe,European Union (average),141.70982755287017,2.2789160320110127,0.900293884511125,64404.73551156592
2021-02-06,United Kingdom,GBR,Europe,Northern Europe,67886004,2.54,272.898,40.8,18.517,12.527,81.32,932.571,1.3737308797848817,19182.857,28.257454953454026,671571,989.2628236005761,2.9000000000000004,437017.28571428574,643.751671867865,17.7,0.75,not EU,Europe,Britain,643.7516718678651,17.7,0.75,437017.28571428574
2021-02-06,United States,USA,Americas,Northern America,331002647,2.77,35.608,38.3,15.413,9.732,78.86,3048.857,0.9210974678398871,120960.714,36.54373011705855,1509290,455.97520553967047,7.6,1374253.857142857,415.17911400353756,9.05,2.49,not EU,North America,United States,415.17911400353756,9.05,2.49,1374253.857142857
2021-02-07,Canada,CAN,Americas,Northern America,37742157,2.5,4.037,41.4,16.984,10.797,82.43,102.714,0.27214660783696065,3615.143,9.578527798503938,103683,274.71402866561124,3.5000000000000004,17435.85714285714,46.19729906496108,2.39,0.47,not EU,North America,Canada,46.19729906496108,2.39,0.47,17435.85714285714
2021-02-07,France,FRA,Europe,Western Europe,67564251,5.98,122.578,42,19.718,13.079,82.66,415.714,0.6152869214815982,20008.714,29.61435034630962,320342,474.1294327380318,6,84591.42857142857,125.20145982441007,2.97,0.37,EU,Europe,European Union (average),142.07710543928786,2.7523359657422395,1.1270493441121099,64687.49781097771
2021-02-07,Germany,DEU,Europe,Western Europe,83783945,8,237.016,46.6,21.453,15.957,81.33,649.286,0.7749527669054016,9430.571,11.255821148073178,157357,187.81283216014717,7.5,118098.28571428571,140.95574720704033,2.75,1.26,EU,Europe,European Union (average),142.07710543928786,2.7523359657422395,1.1270493441121099,64687.49781097771
2021-02-07,Italy,ITA,Europe,Southern Europe,60461828,3.18,205.859,47.9,23.021,16.24,83.51,393.857,0.651414310529943,11958,19.777767883564486,242286,400.7255619198282,4.9,85551.42857142857,141.4965961191722,2.41,1.94,EU,Europe,European Union (average),142.07710543928786,2.7523359657422395,1.1270493441121099,64687.49781097771
2021-02-07,Spain,ESP,Europe,Southern Europe,46754783,2.97,93.105,45.5,19.436,13.799,83.56,438.143,0.9371084023638822,28410.143,60.76414256911426,226315,484.0467337855038,12.6,70149.14285714286,150.03629223804302,2.82,1.68,EU,Europe,European Union (average),142.07710543928786,2.7523359657422395,1.1270493441121099,64687.49781097771
2021-02-07,United Kingdom,GBR,Europe,Northern Europe,67886004,2.54,272.898,40.8,18.517,12.527,81.32,902,1.328698033249976,18427.714,27.145085752874774,671893,989.7371481756387,2.7,437056.28571428574,643.8091211176396,18.11,0.76,not EU,Europe,Britain,643.8091211176397,18.11,0.76,437056.28571428574
2021-02-07,United States,USA,Americas,Northern America,331002647,2.77,35.608,38.3,15.413,9.732,78.86,2988.714,0.9029275225101145,117759.857,35.57671156629753,1492787,450.98944480646406,7.5,1408255.7142857143,425.4514962491265,9.44,2.74,not EU,North America,United States,425.4514962491265,9.44,2.74,1408255.7142857143
2021-02-08,Canada,CAN,Americas,Northern America,37742157,2.5,4.037,41.4,16.984,10.797,82.43,97.857,0.25927770900852326,3515.286,9.313950975297994,103289,273.67010316871927,3.4000000000000004,18713,49.58116198817147,2.41,0.5,not EU,North America,Canada,49.58116198817147,2.41,0.5,18713
2021-02-08,France,FRA,Europe,Western Europe,67564251,5.98,122.578,42,19.718,13.079,82.66,416.286,0.616133523037205,20002.286,29.604836439317594,318351,471.18260809255474,5.8999999999999995,87647.14285714286,129.7241389638773,3.04,0.44,EU,Europe,European Union (average),141.9418767621537,2.398614878659228,1.0801758796273373,64768.78045458632
2021-02-08,Germany,DEU,Europe,Western Europe,83783945,8,237.016,46.6,21.453,15.957,81.33,590.286,0.7045335475668996,9142.286,10.91173971337826,156522,186.81622117459378,7.5,118958.28571428571,141.9821968448558,2.82,1.33,EU,Europe,European Union (average),141.9418767621537,2.398614878659228,1.0801758796273373,64768.78045458632
2021-02-08,Italy,ITA,Europe,Southern Europe,60461828,3.18,205.859,47.9,23.021,16.24,83.51,390.714,0.6462159893677049,11964.286,19.788164525888963,242550,401.16220105022296,4.9,83083.28571428571,137.4144455478351,2.45,2,EU,Europe,European Union (average),141.9418767621537,2.398614878659228,1.0801758796273373,64768.78045458632
2021-02-08,Spain,ESP,Europe,Southern Europe,46754783,2.97,93.105,45.5,19.436,13.799,83.56,459.143,0.9820235931797608,23754.286,50.806108970712145,221105,472.9034888259454,10.7,68535.14285714286,146.5842390010512,2.84,1.79,EU,Europe,European Union (average),141.9418767621537,2.398614878659228,1.0801758796273373,64768.78045458632
2021-02-08,United Kingdom,GBR,Europe,Northern Europe,67886004,2.54,272.898,40.8,18.517,12.527,81.32,891.429,1.3131263404456681,17780.571,26.191806782440754,668797,985.1765615781421,2.7,436192.5714285714,642.5368201501026,18.63,0.76,not EU,Europe,Britain,642.5368201501025,18.63,0.76,436192.5714285714
2021-02-08,United States,USA,Americas,Northern America,331002647,2.77,35.608,38.3,15.413,9.732,78.86,2924.143,0.8834198235278765,111397.429,33.65454325203629,1494231,451.42569509421475,7.1,1452674.7142857143,438.8710263956633,9.67,2.85,not EU,North America,United States,438.87102639566336,9.67,2.85,1452674.7142857143
2021-02-09,Canada,CAN,Americas,Northern America,37742157,2.5,4.037,41.4,16.984,10.797,82.43,96,0.2543574814762177,3477.429,9.213646692212107,102721,272.16515473665163,3.4000000000000004,20207.714285714286,53.54149283442991,2.44,0.54,not EU,North America,Canada,53.54149283442991,2.44,0.54,20207.714285714286
2021-02-09,France,FRA,Europe,Western Europe,67564251,5.98,122.578,42,19.718,13.079,82.66,416,0.6157102222594016,19366.429,28.663721884521447,317599,470.0695934600089,5.800000000000001,91422.57142857143,135.31204753320128,3.14,0.55,EU,Europe,European Union (average),142.08462703434742,2.7549888213286065,1.2749848618937527,64841.32166839029
2021-02-09,Germany,DEU,Europe,Western Europe,83783945,8,237.016,46.6,21.453,15.957,81.33,573.429,0.6844139411196262,8862,10.577205453861119,155688,185.82080373513088,7.5,119311.14285714286,142.40334810821196,2.89,1.41,EU,Europe,European Union (average),142.08462703434742,2.7549888213286065,1.2749848618937527,64841.32166839029
2021-02-09,Italy,ITA,Europe,Southern Europe,60461828,3.18,205.859,47.9,23.021,16.24,83.51,379.714,0.6280226922679215,12101.571,20.01522514337476,246812,408.211276708339,4.9,79747.85714285714,131.89785982464366,2.51,2.06,EU,Europe,European Union (average),142.08462703434742,2.7549888213286065,1.2749848618937527,64841.32166839029
2021-02-09,Spain,ESP,Europe,Southern Europe,46754783,2.97,93.105,45.5,19.436,13.799,83.56,465.143,0.9948565048414405,21945.429,46.93729195577702,215895,461.76024386638693,10.2,67192.42857142857,143.71241669847677,2.87,1.9,EU,Europe,European Union (average),142.08462703434742,2.7549888213286065,1.2749848618937527,64841.32166839029
2021-02-09,United Kingdom,GBR,Europe,Northern Europe,67886004,2.54,272.898,40.8,18.517,12.527,81.32,834.429,1.2291620523134634,17142.714,25.252206625683844,665047,979.652595253655,2.6,436203.4285714286,642.552813347842,19.24,0.77,not EU,Europe,Britain,642.5528133478421,19.24,0.77,436203.4285714286
2021-02-09,United States,USA,Americas,Northern America,331002647,2.77,35.608,38.3,15.413,9.732,78.86,2872.571,0.8678392834725578,108534.857,32.78972479032773,1502738,453.99576517585973,6.800000000000001,1506895.142857143,455.2516895301876,9.83,2.94,not EU,North America,United States,455.25168953018766,9.83,2.94,1506895.142857143
2021-02-10,Canada,CAN,Americas,Northern America,37742157,2.5,4.037,41.4,16.984,10.797,82.43,92.286,0.24451702641160653,3477.571,9.214022929320123,102730,272.18900075054,3.4000000000000004,21810.714285714286,57.788732863663,2.46,0.59,not EU,North America,Canada,57.78873286366301,2.46,0.59,21810.714285714286
2021-02-10,France,FRA,Europe,Western Europe,67564251,5.98,122.578,42,19.718,13.079,82.66,407.143,0.6026012188013451,19262.429,28.5097943289566,316920,469.0646241308884,5.7,95414.57142857143,141.22049755065208,3.24,0.66,EU,Europe,European Union (average),142.5823325797762,2.517897826985582,1.2387800528483273,64966.36689741341
2021-02-10,Germany,DEU,Europe,Western Europe,83783945,8,237.016,46.6,21.453,15.957,81.33,556.571,0.6642931411262624,8399,10.024593613967449,154853,184.82419274957752,7.5,119555,142.69440284770548,2.98,1.5,EU,Europe,European Union (average),142.5823325797762,2.517897826985582,1.2387800528483273,64966.36689741341
2021-02-10,Italy,ITA,Europe,Southern Europe,60461828,3.18,205.859,47.9,23.021,16.24,83.51,359.714,0.5949439702683154,12068,19.95970085456232,251339,415.6986454329499,4.8,76164.57142857143,125.9713342252428,2.58,2.1,EU,Europe,European Union (average),142.5823325797762,2.517897826985582,1.2387800528483273,64966.36689741341
2021-02-10,Spain,ESP,Europe,Southern Europe,46754783,2.97,93.105,45.5,19.436,13.799,83.56,476.286,1.0186893606157899,20019.429,42.81792731237786,210685,450.61699890682837,9.5,66121.14285714286,141.42113087583544,2.95,2.02,EU,Europe,European Union (average),142.5823325797762,2.517897826985582,1.2387800528483273,64966.36689741341
2021-02-10,United Kingdom,GBR,Europe,Northern Europe,67886004,2.54,272.898,40.8,18.517,12.527,81.32,788.714,1.161821220173749,16265.857,23.96054568184629,660874,973.5055255277656,2.5,436505.71428571426,642.9980976427987,19.9,0.77,not EU,Europe,Britain,642.9980976427987,19.9,0.77,436505.71428571426
2021-02-10,United States,USA,Americas,Northern America,331002647,2.77,35.608,38.3,15.413,9.732,78.86,2785.286,0.8414694037174875,104757.571,31.648559898072357,1469684,444.00974231484014,6.800000000000001,1550647.4285714286,468.4697970319943,10.1,3.13,not EU,North America,United States,468.4697970319943,10.1,3.13,1550647.4285714286
2021-02-11,Canada,CAN,Americas,Northern America,37742157,2.5,4.037,41.4,16.984,10.797,82.43,86.143,0.22824079715422732,3362.571,8.909323862968405,103342,273.81052969495096,3.3000000000000003,23352.14285714286,61.872835877246914,2.5,0.65,not EU,North America,Canada,61.872835877246914,2.5,0.65,23352.14285714286
2021-02-11,France,FRA,Europe,Western Europe,67564251,5.98,122.578,42,19.718,13.079,82.66,458.571,0.6787183950281637,22270.429,32.96185285913996,314703,465.78330306658773,5.6000000000000005,99378.14285714286,147.08687121706248,3.37,0.81,EU,Europe,European Union (average),143.53549471115042,2.9297796721243894,1.4702067879674836,65228.24290554192
2021-02-11,Germany,DEU,Europe,Western Europe,83783945,8,237.016,46.6,21.453,15.957,81.33,512.857,0.6121184673268846,7955.571,9.495340664610625,154018,183.82758176402413,7.5,120120.14285714286,143.36892689541278,3.07,1.58,EU,Europe,European Union (average),143.53549471115042,2.9297796721243894,1.4702067879674836,65228.24290554192
2021-02-11,Italy,ITA,Europe,Southern Europe,60461828,3.18,205.859,47.9,23.021,16.24,83.51,355.429,0.5878568540798997,12279.571,20.30962576917125,254538,420.9895870167868,4.8,72697.42857142857,120.23690149002537,2.67,2.14,EU,Europe,European Union (average),143.53549471115042,2.9297796721243894,1.4702067879674836,65228.24290554192
2021-02-11,Spain,ESP,Europe,Southern Europe,46754783,2.97,93.105,45.5,19.436,13.799,83.56,487.857,1.043437630755339,18289.857,39.11868653095877,205475,439.4737539472699,8.9,65321.142857142855,139.71007598761148,3.04,2.14,EU,Europe,European Union (average),143.53549471115042,2.9297796721243894,1.4702067879674836,65228.24290554192
2021-02-11,United Kingdom,GBR,Europe,Northern Europe,67886004,2.54,272.898,40.8,18.517,12.527,81.32,755.143,1.1123692005792534,15238.571,22.447294143281727,654962,964.7968084850008,2.3,436856.28571428574,643.5145095803337,20.64,0.78,not EU,Europe,Britain,643.5145095803338,20.64,0.78,436856.28571428574
2021-02-11,United States,USA,Americas,Northern America,331002647,2.77,35.608,38.3,15.413,9.732,78.86,2712.714,0.8195445035217498,102151.571,30.861255015885114,1396382,421.864300076126,6.9,1583010.2857142857,478.2470170742428,10.38,3.35,not EU,North America,United States,478.24701707424276,10.38,3.35,1583010.2857142857
2021-02-12,Canada,CAN,Americas,Northern America,37742157,2.5,4.037,41.4,16.984,10.797,82.43,80.143,0.21234345456196368,3154.429,8.357839749328582,104015,275.59368162238314,3,24592.14285714286,65.15828667964806,2.53,0.71,not EU,North America,Canada,65.15828667964806,2.53,0.71,24592.14285714286
2021-02-12,France,FRA,Europe,Western Europe,67564251,5.98,122.578,42,19.718,13.079,82.66,406.714,0.6019662676346401,18713.571,27.697444614608397,311945,461.70126269881985,5.5,103392.42857142857,153.02830571070575,3.48,0.92,EU,Europe,European Union (average),144.75556144338194,2.6736762893878327,1.3194520148032671,65610.77695875346
2021-02-12,Germany,DEU,Europe,Western Europe,83783945,8,237.016,46.6,21.453,15.957,81.33,492.429,0.5877367077904961,7721.571,9.216050879437583,153184,182.83216432456123,7.5,121204.71428571429,144.66341288383387,3.16,1.68,EU,Europe,European Union (average),144.75556144338194,2.6736762893878327,1.3194520148032671,65610.77695875346
2021-02-12,Italy,ITA,Europe,Southern Europe,60461828,3.18,205.859,47.9,23.021,16.24,83.51,346.714,0.5734428009685715,12233.857,20.234017734296753,256982,425.0318068451387,4.8,69531.28571428571,115.00030352090201,2.77,2.16,EU,Europe,European Union (average),144.75556144338194,2.6736762893878327,1.3194520148032671,65610.77695875346
2021-02-12,Spain,ESP,Europe,Southern Europe,46754783,2.97,93.105,45.5,19.436,13.799,83.56,480.143,1.0269387839956394,16292.143,34.845938649741996,196132,419.49077167142445,8.3,64567.71428571428,138.09862893752344,NA,NA,EU,Europe,European Union (average),144.75556144338194,2.6736762893878327,1.3194520148032671,65610.77695875346
2021-02-12,United Kingdom,GBR,Europe,Northern Europe,67886004,2.54,272.898,40.8,18.517,12.527,81.32,718.571,1.0584965348674815,14666.286,21.604285325145963,648611,955.4414191178494,2.3,435632.4285714286,641.7116974088334,21.44,0.79,not EU,Europe,Britain,641.7116974088335,21.44,0.79,435632.4285714286
2021-02-12,United States,USA,Americas,Northern America,331002647,2.77,35.608,38.3,15.413,9.732,78.86,2604.714,0.7869163656567375,97187,29.361396617471762,1336845,403.8774348532626,6.9,1612388.4285714286,487.122517957214,10.71,3.61,not EU,North America,United States,487.122517957214,10.71,3.6100000000000003,1612388.4285714286
2021-02-13,Canada,CAN,Americas,Northern America,37742157,2.5,4.037,41.4,16.984,10.797,82.43,76.857,0.20363700993560063,3230.571,8.559582325938605,103663,274.66103752363705,3.1,25573.428571428572,67.75825920979707,2.56,0.76,not EU,North America,Canada,67.75825920979707,2.56,0.76,25573.428571428572
2021-02-13,France,FRA,Europe,Western Europe,67564251,5.98,122.578,42,19.718,13.079,82.66,407.857,0.6036579906732038,18805.429,27.83340112806105,311099,460.4491212372058,5.4,107014.14285714286,158.3887059698817,3.51,0.95,EU,Europe,European Union (average),146.4639557323084,2.7200916686364174,1.3605843865097407,66175.36957693653
2021-02-13,Germany,DEU,Europe,Western Europe,83783945,8,237.016,46.6,21.453,15.957,81.33,491.286,0.586372484609074,7414.714,8.849802906750213,152349,181.83555333900784,7.5,122313.42857142857,145.9867144850109,3.24,1.73,EU,Europe,European Union (average),146.4639557323084,2.7200916686364174,1.3605843865097407,66175.36957693653
2021-02-13,Italy,ITA,Europe,Southern Europe,60461828,3.18,205.859,47.9,23.021,16.24,83.51,336.143,0.5559590424556796,12245.857,20.253864967496515,258143,426.9520266572158,4.7,66884,110.62186211108272,2.85,2.17,EU,Europe,European Union (average),146.4639557323084,2.7200916686364174,1.3605843865097407,66175.36957693653
2021-02-13,Spain,ESP,Europe,Southern Europe,46754783,2.97,93.105,45.5,19.436,13.799,83.56,480.143,1.0269387839956394,16292.143,34.845938649741996,186788,399.5056505769688,8.7,64337.857142857145,137.6070062026748,NA,NA,EU,Europe,European Union (average),146.4639557323084,2.7200916686364174,1.3605843865097407,66175.36957693653
2021-02-13,United Kingdom,GBR,Europe,Northern Europe,67886004,2.54,272.898,40.8,18.517,12.527,81.32,689,1.0149367460191059,13950.857,20.550417137529557,641568,945.0666738316193,2.1999999999999997,432862.5714285714,637.631538053958,22.19,0.79,not EU,Europe,Britain,637.6315380539579,22.19,0.79,432862.5714285714
2021-02-13,United States,USA,Americas,Northern America,331002647,2.77,35.608,38.3,15.413,9.732,78.86,2535.714,0.7660706109096462,94764.571,28.6295508083958,1303758,393.881442283451,6.9,1644813.857142857,496.9186416031462,11.08,3.91,not EU,North America,United States,496.91864160314617,11.08,3.91,1644813.857142857
2021-02-14,Canada,CAN,Americas,Northern America,37742157,2.5,4.037,41.4,16.984,10.797,82.43,71.571,0.18963145111181642,3087.286,8.179940537049857,103029,272.9812183230545,3,26028.714285714286,68.96456470602432,2.57,0.8,not EU,North America,Canada,68.96456470602432,2.57,0.8,26028.714285714286
2021-02-14,France,FRA,Europe,Western Europe,67564251,5.98,122.578,42,19.718,13.079,82.66,407.286,0.6028128691902468,18352.714,27.163350038469307,311008,460.31443462608655,5.4,109987.28571428571,162.78917339627685,3.52,0.96,EU,Europe,European Union (average),148.69140409391778,3.241387111823682,1.644823037013321,66881.04952333828
2021-02-14,Germany,DEU,Europe,Western Europe,83783945,8,237.016,46.6,21.453,15.957,81.33,485.571,0.5795513687019632,7153,8.537435185225522,151515,180.84013589954495,6.4,123462.57142857143,147.35826944956034,3.28,1.76,EU,Europe,European Union (average),148.69140409391778,3.241387111823682,1.644823037013321,66881.04952333828
